Date,close,volume,sma_20,macd,rsi,bb_bbm
2021-07-30,42231.83,1698014609.78,34347.4485,1601.685061447708,74.86067905341048,34347.4485
2021-07-31,41474.72,1056705603.97,34708.7195,1835.1569260042452,70.93529494887969,34708.7195
2021-08-01,39870.76,1385907257.88,35047.832,1869.2117836937905,63.3558975307938,35047.832
2021-08-02,39158.53,1308894644.03,35368.884999999995,1817.7753128386612,60.27605485410973,35368.884999999995
2021-08-03,38189.3,1466921591.54,35637.325,1679.4432024782218,56.26747809511008,35637.325
2021-08-04,39738.56,1318983897.48,36030.88,1675.512082367015,60.75968743167313,36030.88
2021-08-05,40888.18,2357831521.97,36505.201,1745.0455685207198,63.73642637724811,36505.201
2021-08-06,42852.18,2009167763.65,37070.477999999996,1936.3091765497447,68.17773753634648,37070.477999999996
2021-08-07,44617.96,2199730007.61,37711.061,2204.9533232784597,71.5512587808326,37711.061
2021-08-08,43827.75,1745878741.47,38360.070999999996,2327.2651382564873,68.07333519160028,38360.070999999996
2021-08-09,46292.61,2219734084.88,39184.924000000006,2593.198951834638,72.55465440454537,39184.924000000006
2021-08-10,45601.03,1609844198.85,39858.0015,2716.830755044466,69.60267638718835,39858.0015
2021-08-11,45556.69,1421598811.69,40520.8625,2779.1951506642,69.40769488619239,40520.8625
2021-08-12,44425.52,1588850342.27,41060.24250000001,2706.1486212988675,64.44758825613815,41060.24250000001
2021-08-13,47832.93,1595718853.28,41737.761,2889.8953162827383,71.13847732917684,41737.761
2021-08-14,47102.03,1120499538.82,42324.365999999995,2942.6177090332567,68.17463016245345,42324.365999999995
2021-08-15,47015.94,836663894.85,42811.687,2943.522743706373,67.81623318963938,42811.687
2021-08-16,45927.4,1332377363.69,43133.222499999996,2823.8522980091657,63.28595133220687,43133.222499999996
2021-08-17,44684.43,1700658063.3,43365.9435,2598.7584468445857,58.48183527588861,43365.9435
2021-08-18,44714.54,1377529230.43,43600.1445,2395.189321894046,58.56389308446927,43600.1445
2021-08-19,46761.49,1511027965.43,43826.6275,2371.691696113492,63.80171706378621,43826.6275
2021-08-20,49336.45,1742574002.38,44219.714,2531.6639642784285,69.0942043061517,44219.714
2021-08-21,48867.87,1125508731.91,44669.5695,2590.7678898859594,67.16959524886622,44669.5695
2021-08-22,49289.71,822323898.98,45176.1285,2641.2010180413126,68.03287814331571,45176.1285
2021-08-23,49521.06,1515250474.77,45742.716499999995,2669.070266390474,68.52174874877777,45742.716499999995
2021-08-24,47690.54,1399185980.56,46140.315500000004,2514.4640049387817,60.62204783197245,46140.315500000004
2021-08-25,48996.44,1208134772.96,46545.7285,2468.8532416368835,63.82608707652743,46545.7285
2021-08-26,46852.22,1618461768.41,46745.7305,2233.9343445583363,55.79807495187485,46745.7305
2021-08-27,49088.1,1331637984.84,46969.2375,2202.783934088722,61.26868626808131,46969.2375
2021-08-28,48918.9,626553869.3,47223.795,2139.7779551271888,60.65688366482291,47223.795
2021-08-29,48794.26,924625515.76,47348.877499999995,2056.0865704122843,60.18015875371925,47348.877499999995
2021-08-30,46993.31,1392617744.31,47418.491500000004,1823.4196841494704,53.6222995865811,47418.491500000004
2021-08-31,47159.26,1418199668.83,47498.62,1633.5892782837327,54.11844295290818,47498.62
2021-09-01,48840.01,1520961266.36,47719.3445,1600.322273365753,58.91264871854544,47719.3445
2021-09-02,49280.77,1615790894.94,47791.7365,1591.1814316395248,60.09036325297379,47791.7365
2021-09-03,50019.51,1926045807.12,47937.610499999995,1624.8175079891662,62.05361684756847,47937.610499999995
2021-09-04,49935.29,839888927.54,48083.578,1625.9357158643688,61.68108881124055,48083.578
2021-09-05,51784.16,1084416553.08,48376.416000000005,1755.7708278365244,66.44366759606562,48376.416000000005
2021-09-06,52693.32,1328373298.0,48776.860499999995,1910.0102935943432,68.51590207286512,48776.860499999995
2021-09-07,46856.31,4055873734.71,48883.949,1543.4562534491124,48.014895133692455,48883.949
2021-09-08,46073.45,2105187289.07,48849.547,1176.2304242361934,46.025765082442604,48849.547
2021-09-09,46392.85,1499767099.51,48702.367,900.5927469413291,46.99064922919458,48702.367
2021-09-10,44853.1,1631276774.64,48501.628500000006,551.5450767309158,42.9998859789235,48501.628500000006
2021-09-11,45166.12,662298068.85,48295.44900000001,296.75952227283415,44.04034764597688,48295.44900000001
2021-09-12,46049.72,747181260.09,48121.882,164.2459451643881,46.98232510694099,48121.882
2021-09-13,44958.56,1909473369.72,47985.282999999996,-28.491084708773997,43.91212818310587,47985.282999999996
2021-09-14,47129.01,1237183544.6,47891.9115,-6.0298849261016585,50.79941299099178,47891.9115
2021-09-15,48148.45,1282942628.56,47956.723000000005,92.95948681161826,53.67664981363297,47956.723000000005
2021-09-16,47764.47,1229076140.65,47890.54150000001,138.82501182763372,52.43287819921171,47890.54150000001
2021-09-17,47297.98,899242093.44,47809.495500000005,135.96461106437346,50.89008804409555,47809.495500000005
2021-09-18,48312.46,761079785.11,47785.4055,213.1012815653594,54.05612934517582,47785.4055
2021-09-19,47251.76,668723282.36,47798.327999999994,186.49324527337012,50.39772176951018,47798.327999999994
2021-09-20,42925.46,2849781014.82,47586.638,-181.596734673607,38.84896280724955,47586.638
2021-09-21,40709.59,2972565920.07,47180.117,-644.681400048903,34.48958320129127,47180.117
2021-09-22,43576.15,1807576533.35,46894.886000000006,-771.4787714962222,43.34633919277462,46894.886000000006
2021-09-23,44893.87,1522818255.74,46638.60400000001,-756.912395604566,46.900227405099365,46638.60400000001
2021-09-24,42848.41,2565373998.35,46284.259999999995,-900.0448088449484,42.44885154181886,46284.259999999995
2021-09-25,42721.91,767641976.96,45831.1475,-1012.0198356418841,42.182206916822615,45831.1475
2021-09-26,43201.79,1187820024.18,45356.571,-1049.935542270352,43.62881491469945,45356.571
2021-09-27,42187.51,1140232492.25,45123.131,-1148.5877278935586,41.2780027872196,45123.131
2021-09-28,41056.79,1335757058.57,44872.298,-1302.9898935197925,38.77003152615875,44872.298
2021-09-29,41539.43,1100252801.68,44629.627,-1370.610166947532,40.43366511443898,44629.627
2021-09-30,43829.34,1469981944.79,44578.439,-1225.298641377267,47.695002480357914,44578.439
2021-10-01,48164.35,2498575570.28,44728.3505,-751.6742992196232,58.106606653420236,44728.3505
2021-10-02,47669.02,769022184.37,44809.3155,-411.54851206796593,56.71735899068605,44809.3155
2021-10-03,48234.05,895606844.23,44973.090000000004,-95.30456473185768,57.95233246286839,44973.090000000004
2021-10-04,49276.91,1664027525.19,45080.485,236.74211269366788,60.20900164574559,45080.485
2021-10-05,51504.27,2049372160.16,45248.276,671.8758672271215,64.58128123108882,45248.276
2021-10-06,55345.85,3444996109.53,45627.345,1311.5867476481872,70.58472160274471,45627.345
2021-10-07,53797.21,1836529821.85,45952.3065,1674.2996397427778,65.74671261092712,45952.3065
2021-10-08,53949.29,1592265868.06,46234.148,1951.5278071702487,65.99321878833025,46234.148
2021-10-09,54968.04,799607238.61,46619.962,2227.757535984696,67.67159761845406,46619.962
2021-10-10,54700.24,1276001425.96,47208.701,2397.4263259563013,66.7391323677042,47208.701
2021-10-11,57498.8,1805863526.52,48048.1615,2726.2835679459604,71.20452104160537,48048.1615
2021-10-12,56010.9,1913353762.18,48669.899,2834.173617163535,66.12182292866629,48669.899
2021-10-13,57369.0,1906230334.0,49293.6555,2994.7430447025035,68.34307651202575,49293.6555
2021-10-14,57359.21,1617497364.76,50019.195499999994,3085.6362082193373,68.30830790742166,50019.195499999994
2021-10-15,61684.96,3737889743.83,50967.348000000005,3466.7589293995406,74.48495150204553,50967.348000000005
2021-10-16,60877.77,1404879137.37,51851.147,3661.4609026387334,71.67764468385238,51851.147
2021-10-17,61520.54,1414498881.98,52817.7985,3823.554233209179,72.56439310095291,52817.7985
2021-10-18,62038.16,3113486441.7,53866.86699999999,3948.2687886907515,73.28964820861925,53866.86699999999
2021-10-19,64283.97,2706420467.09,55004.094000000005,4180.1380411200225,76.22610256971308,55004.094000000005
2021-10-20,66021.02,2978059285.56,56113.678,4452.733175745569,78.22051614804828,56113.678
2021-10-21,62283.96,3962470063.85,56819.658500000005,4317.4484159707645,65.49131908560145,56819.658500000005
2021-10-22,60693.59,2504718475.2,57470.887,4035.3872689566488,60.9458641221891,57470.887
2021-10-23,61313.09,990360071.85,58124.839,3817.830674926139,62.05076783696447,58124.839
2021-10-24,60863.56,1158838824.68,58704.17150000001,3568.012367068317,60.70859140067826,58704.17150000001
2021-10-25,63089.04,1549308691.98,59283.41000000001,3509.1558310877663,64.77124206527938,59283.41000000001
2021-10-26,60315.68,1738003094.57,59531.9015,3201.81608544958,56.87851051494337,59531.9015
2021-10-27,58464.42,2719093218.08,59765.262,2776.856044445878,52.297397195283764,59765.262
2021-10-28,60610.11,3090102767.38,60098.303,2583.4312140931725,56.65498567107753,60098.303
2021-10-29,62282.5,2168021242.77,60464.026,2535.856760522329,59.741821463433865,60464.026
2021-10-30,61891.91,979987095.61,60823.6095,2438.5264990577343,58.69055969854625,60823.6095
2021-10-31,61349.75,1181933822.61,61016.15699999999,2291.231889658884,57.18632489539748,61016.15699999999
2021-11-01,60960.98,1955088666.05,61263.661,2118.706233979916,56.076440424766524,61263.661
2021-11-02,63260.05,2260756044.28,61558.2135,2142.7933557815195,60.90829974049962,61558.2135
2021-11-03,62929.93,1852233940.61,61836.7495,2110.911375930562,59.88953935120813,61836.7495
2021-11-04,61448.47,1420765190.91,61824.925,1943.6975013928532,55.41044711559647,61824.925
2021-11-05,61019.66,1262030165.48,61832.01950000001,1756.332015628068,54.14809113338808,61832.01950000001
2021-11-06,61529.76,939530051.87,61832.480500000005,1630.212253098638,55.448347844988845,61832.480500000005
2021-11-07,63302.78,929571983.79,61895.71150000001,1654.2600488023818,59.723631938427026,61895.71150000001
2021-11-08,67549.14,2614939972.01,62058.969999999994,1992.989916675091,67.7145380612132,62058.969999999994
2021-11-09,66939.24,2209551778.82,62104.880999999994,2187.011438037749,65.69836955776381,62104.880999999994
2021-11-10,64926.06,3365466815.36,62236.986,2153.5038386718807,59.41032656186126,62236.986
2021-11-11,64820.8,1393819061.45,62443.34650000001,2094.3132826026413,59.09186716695647,62443.34650000001
2021-11-12,64156.3,2090846686.0,62585.507,1971.0635502680234,57.014128513548286,62585.507
2021-11-13,64409.56,815997863.99,62762.80699999999,1872.2411839059423,57.625665040250865,62762.80699999999
2021-11-14,65509.06,947303706.23,62883.808000000005,1861.1895728370073,60.268356783373726,62883.808000000005
2021-11-15,63614.06,1639253320.63,63048.727,1680.1526744458242,54.015729746144075,63048.727
2021-11-16,60108.9,3740808475.72,63130.951,1239.5537064818345,44.76466309404417,63130.951
2021-11-17,60365.6,2582737930.61,63118.7255,900.7066095700866,45.50080970530114,63118.7255
2021-11-18,56930.68,3718546724.95,62851.1345,350.9529398008308,38.170099615209416,62851.1345
2021-11-19,58136.22,2107344590.7,62663.35,12.403222006672877,41.71907538462348,62663.35
2021-11-20,59769.66,985075173.7,62584.345499999996,-122.68072466403828,46.2231549331351,62584.345499999996
2021-11-21,58700.83,888045056.17,62471.338,-312.3804467033333,43.83589541721889,62471.338
2021-11-22,56303.06,2371226089.18,62123.4885,-648.7207936377745,38.97307439562959,62123.4885
2021-11-23,57566.6,2153848949.04,61855.322,-804.0472672344185,42.587435232650535,61855.322
2021-11-24,57175.09,1630017073.7,61641.653000000006,-947.8104329613052,41.762099053767614,61641.653000000006
2021-11-25,58966.99,1412787308.46,61539.019499999995,-906.7005436252657,46.840061238055945,61539.019499999995
2021-11-26,53788.22,3312563227.95,61151.94249999999,-1277.280424702447,36.84184260746938,61151.94249999999
2021-11-27,54805.03,1010585542.47,60727.05499999999,-1471.9518366608827,39.56931618600961,60727.05499999999
2021-11-28,57331.41,1186994646.57,60216.16850000001,-1406.1632068658146,45.82885924773393,60216.16850000001
2021-11-29,57839.55,1690005715.85,59761.183999999994,-1298.0593720478428,47.01759729765483,59761.183999999994
2021-11-30,56975.35,2383744473.31,59363.648499999996,-1267.5089673095645,45.20090700928634,59363.648499999996
2021-12-01,57227.97,2072824070.98,58984.007,-1208.976895593718,45.859445725095846,58984.007
2021-12-02,56522.76,1712170975.38,58602.33,-1205.5969887440515,44.26040778733897,58602.33
2021-12-03,53663.25,2461497753.56,58065.014500000005,-1417.3189763832634,38.41180037355249,58065.014500000005
2021-12-04,49243.39,4315348557.56,57251.73099999999,-1919.6276678227223,31.486180938320615,57251.73099999999
2021-12-05,49465.5,2074283149.33,56544.30299999999,-2273.5800879781746,32.148243963727225,56544.30299999999
2021-12-06,50552.83,2437856119.9,56066.4995,-2438.2449175816946,35.43736854074319,56066.4995
2021-12-07,50633.01,1496164576.66,55579.869999999995,-2533.0734317430615,35.684951754173895,55579.869999999995
2021-12-08,50513.04,1290175070.3,55258.988,-2588.0725988866543,35.46580196996048,55258.988
2021-12-09,47593.85,1681556175.72,54731.86950000001,-2834.5392671742447,30.549540204826627,54731.86950000001
2021-12-10,47191.14,1905617871.17,54102.94350000001,-3027.462505665382,29.933099041454213,54102.94350000001
2021-12-11,49398.4,1181186604.23,53637.822,-2968.034473079628,37.39027685838162,53637.822
2021-12-12,50109.99,1072562349.4,53328.16849999999,-2830.8852797650907,39.62131139148993,53328.16849999999
2021-12-13,46731.03,2353893179.4,52786.39,-2960.718073837583,33.51425444718505,52786.39
2021-12-14,48387.69,1646492085.28,52347.020000000004,-2896.5433333093315,38.517903176438956,52347.020000000004
2021-12-15,48885.05,2132679583.02,51842.923,-2773.5794957637263,39.978358545911526,51842.923
2021-12-16,47635.92,1271265804.99,51535.308,-2745.2782612677256,37.56488182610045,51535.308
2021-12-17,46164.14,1756062773.63,51103.2635,-2809.2266586139594,34.89209030596892,51103.2635
2021-12-18,46861.62,874187163.05,50579.774,-2771.675270111853,37.17348067046517,50579.774
2021-12-19,46697.13,1035963939.83,50022.653,-2723.790333022036,36.845578976059485,50022.653
2021-12-20,46913.54,1517599333.73,49519.5625,-2637.96982295996,37.625126540259,49519.5625
2021-12-21,48917.48,1546447524.57,49104.038,-2380.8107358975394,44.461490186991185,49104.038
2021-12-22,48614.97,1028434929.44,48708.648499999996,-2176.3329242572145,43.683150569062434,48708.648499999996
2021-12-23,50830.2,1525047125.27,48566.996,-1814.6144914990364,50.51478136657405,48566.996
2021-12-24,50840.36,1107244995.18,48646.8445,-1509.7270072412211,50.54441336634938,48646.8445
2021-12-25,50431.63,585818997.15,48695.151,-1286.2554226262218,49.26631856097198,48695.151
2021-12-26,50790.88,736617761.86,48707.0535,-1067.854546672861,50.45224789199517,48707.0535
2021-12-27,50714.73,1120188136.96,48711.139500000005,-890.64811056498,50.184460879602554,48711.139500000005
2021-12-28,47536.39,1985905082.17,48562.307,-995.2041152033635,40.51791696112705,48562.307
2021-12-29,46471.7,1599557104.64,48506.1995,-1150.7123910288428,37.88534236284372,48506.1995
2021-12-30,47129.66,1852206857.29,48503.1255,-1206.9489901396446,40.459908623242164,48503.1255
2021-12-31,46197.31,1636014399.31,48343.070999999996,-1311.630097817455,38.05298205593196,48343.070999999996
2022-01-01,47737.35,786729972.03,48224.439,-1255.8456653961694,43.98101844935709,48224.439
2022-01-02,47306.41,615453426.93,48253.208,-1232.2052620416434,42.74825889554291,48253.208
2022-01-03,46450.79,1011309525.84,48156.363,-1267.8959401879038,40.33111698389447,48156.363
2022-01-04,45824.54,1349229422.84,48003.3375,-1331.3670305852647,38.61028594640163,48003.3375
2022-01-05,43432.51,2152187256.39,47793.167,-1556.7400269867794,32.84556505951747,47793.167
2022-01-06,43094.54,1585314774.47,47639.687,-1742.534254629143,32.11595252418434,47639.687
2022-01-07,41543.79,2146452950.19,47373.7955,-1991.948145179369,28.939417448386493,47373.7955
2022-01-08,41686.67,1143171232.86,47123.27250000001,-2153.259789967393,29.630030128724997,47123.27250000001
2022-01-09,41869.6,901652458.82,46871.0755,-2240.5122775937125,30.560517401206013,46871.0755
2022-01-10,41832.59,2140270933.32,46516.831,-2286.29194992096,30.472725751659283,46516.831
2022-01-11,42743.03,1545270650.68,46223.234000000004,-2223.4769131412104,35.389839497219185,46223.234000000004
2022-01-12,43919.67,1384575768.8,45877.7075,-2055.0610648021902,41.17959255912429,45877.7075
2022-01-13,42575.61,1263083590.1,45464.47,-2006.9102882995212,37.09088415649871,45464.47
2022-01-14,43089.83,1165100829.55,45097.38,-1905.2941495774794,39.563290752790316,45097.38
2022-01-15,43088.74,607715303.39,44712.273,-1804.0545634040682,39.55974162222975,44712.273
2022-01-16,43100.36,543620929.25,44331.5545,-1703.249821377547,39.62192483339054,44331.5545
2022-01-17,42224.38,861459661.83,44065.954,-1674.7402392043223,36.56759471922855,44065.954
2022-01-18,42372.75,1099916846.37,43861.0065,-1621.4825296474737,37.44715190716189,43861.0065
2022-01-19,41674.8,1359832054.32,43588.2635,-1616.954893616923,34.989324626137716,43588.2635
2022-01-20,40697.03,1482814889.83,43313.2495,-1672.979510474841,31.83679624009018,43313.2495
2022-01-21,36469.3,3610621840.61,42749.846999999994,-2035.0629623096902,22.42746354664004,42749.846999999994
2022-01-22,35075.92,2419705021.17,42138.3225,-2406.7077982223564,20.29817964493489,42138.3225
2022-01-23,36288.15,1405386710.59,41630.190500000004,-2573.7535494562326,26.808662962974807,41630.190500000004
2022-01-24,36702.79,3289034581.3,41174.102999999996,-2642.2226303436764,28.946627693407834,41174.102999999996
2022-01-25,36975.99,1632275610.85,40851.276999999995,-2643.961965735907,30.38944106683158,40851.276999999995
2022-01-26,36829.37,2163384356.61,40538.0185,-2626.8902545390956,30.036925624271888,40538.0185
2022-01-27,37189.85,1671118834.49,40320.321500000005,-2554.822671640868,32.12169987626278,40320.321500000005
2022-01-28,37744.7,1439590445.61,40123.223,-2424.9831389241226,35.31663366671957,40123.223
2022-01-29,38184.86,913551592.58,39938.986,-2260.5093951839444,37.817102942258174,39938.986
2022-01-30,37908.44,658154943.17,39742.7785,-2127.9380074082073,36.853601396288276,39742.7785
2022-01-31,38494.66,1310842543.43,39530.36,-1953.0575411177197,40.32596667130303,39530.36
2022-02-01,38721.49,1255765239.87,39270.451,-1775.691163925825,41.66270876023718,39270.451
2022-02-02,36918.19,1099971099.08,38987.58,-1760.3460973062392,34.9582452923747,38987.58
2022-02-03,37328.64,1012101574.73,38699.5205,-1695.5202348856983,37.42646697612895,38699.5205
2022-02-04,41590.34,1978064223.39,38624.6005,-1285.4439012526636,56.0679566763448,38624.6005
2022-02-05,41418.21,923755180.09,38540.493,-963.2412592182081,55.350705161489664,38540.493
2022-02-06,42412.41,600848486.11,38549.8945,-620.5167817357433,58.641658561754554,38549.8945
2022-02-07,43861.07,1836978530.57,38624.3105,-229.36641582513403,62.92927211587745,38624.3105
2022-02-08,44080.12,1972336800.82,38744.5765,97.17835992619803,63.54469651617736,38744.5765
2022-02-09,44422.91,1207982275.77,38930.8705,379.2559094758035,64.53687581250148,38930.8705
2022-02-10,43531.67,2027452816.67,39283.989,524.8387655676561,59.9671116935186,39283.989
2022-02-11,42398.98,1694547021.08,39650.142,542.561302214337,54.66892275418364,39650.142
2022-02-12,42239.01,747480841.84,39947.685,537.5023061145621,53.9440364209735,39947.685
2022-02-13,42069.84,525779246.0,40216.0375,513.9182800407943,53.141558357825645,40216.0375
2022-02-14,42552.28,1183004344.86,40494.852,528.06939032441,55.188853372728296,40494.852
2022-02-15,44576.33,1210638166.2,40882.2,694.6012358135704,62.576407478788205,40882.2
2022-02-16,43896.34,905511530.54,41217.5245,762.91500380863,59.05407412358892,41217.5245
2022-02-17,40545.09,1669164372.28,41357.544,540.4068162969779,45.46991029626038,41357.544
2022-02-18,39994.66,1308787736.51,41448.034,316.00961165055924,43.69217670114779,41448.034
2022-02-19,40107.12,467744109.72,41557.968,145.56975488597527,44.1724317725491,41557.968
2022-02-20,38397.25,890707081.68,41553.0975,-126.02454605363891,38.75951607333832,41553.0975
2022-02-21,37037.39,1819938918.66,41468.8925,-445.85478700572276,35.0779703275019,41468.8925
