Date,Close Price (USD),Volume To (USD)
2023-05-04,28865.72,799149017.42
2023-05-05,29548.51,1039027772.96
2023-05-06,28943.98,713641803.94
2023-05-07,28572.81,480627306.93
2023-05-08,27783.42,1136175854.67
2023-05-09,27680.21,634693185.14
2023-05-10,27628.73,1162217682.96
2023-05-11,26991.62,802346192.21
2023-05-12,26807.09,1123450368.34
2023-05-13,26788.88,335722601.8
2023-05-14,26931.44,319668371.39
2023-05-15,27176.27,764041771.98
2023-05-16,27036.57,649282623.49
2023-05-17,27406.21,788279620.49
2023-05-18,26823.31,749234030.86
2023-05-19,26888.42,442561192
2023-05-20,27118.54,199050865.32
2023-05-21,26755.17,322799242.35
2023-05-22,26855.4,474287648.56
2023-05-23,27224.7,578611517.74
2023-05-24,26326.17,843296169.29
2023-05-25,26480.21,604389199.53
2023-05-26,26719.7,542617989.88
2023-05-27,26872.59,198605797.63
2023-05-28,28077.57,543751511.42
2023-05-29,27746.07,604161699.4
2023-05-30,27703.56,656814149.04
2023-05-31,27220.17,770131646.3
2023-06-01,26825.73,645324727.67
2023-06-02,27251.14,643162971
2023-06-03,27078.3,219785033.16
2023-06-04,27125.24,248793311.51
2023-06-05,25740.46,973121005.98
2023-06-06,27269.02,1007782393.96
2023-06-07,26348.91,816508052.84
2023-06-08,26509.09,401604313
2023-06-09,26483.81,439912147.38
2023-06-10,25856.18,809187356.13
2023-06-11,25937.58,341057974.45
2023-06-12,25905.64,441188405.58
2023-06-13,25928.94,599487905.69
2023-06-14,25125.73,684056303.1
2023-06-15,25574.36,824201465.11
2023-06-16,26330.59,715401866.52
2023-06-17,26510.43,331591669.75
2023-06-18,26338,248624880.04
2023-06-19,26842.09,477713441.96
2023-06-20,28319.35,1265530107.38
2023-06-21,30000.55,1710075101.48
2023-06-22,29892.81,1034077333.64
2023-06-23,30705.39,1263857697.39
2023-06-24,30548.2,399256498.04
2023-06-25,30473.64,410384145.76
2023-06-26,30271.91,656487409.95
2023-06-27,30696.99,683163079.08
2023-06-28,30078.9,577536151.3
2023-06-29,30447.17,654120553.86
2023-06-30,30471.06,1438707503.25
2023-07-01,30590.76,221634243.18
2023-07-02,30617.66,264438993.35
2023-07-03,31160.24,606995802.76
2023-07-04,30774.39,411450957.26
2023-07-05,30503.07,484235780.2
2023-07-06,29907.98,942103548.67
2023-07-07,30349.69,584908167.72
2023-07-08,30294.36,192238272.3
2023-07-09,30171.49,216124236.01
2023-07-10,30421.04,674592681.26
2023-07-11,30626.62,539220942.45
2023-07-12,30385.22,755704294.14
2023-07-13,31475.78,1314075890.88
2023-07-14,30331.09,1021600213.08
2023-07-15,30298.45,149344124.18
2023-07-16,30248.17,224532522.64
2023-07-17,30147.68,558752237.54
2023-07-18,29863.79,560798877.42
2023-07-19,29918.6,446435257.92
2023-07-20,29809.61,577250260.25
2023-07-21,29911.46,395907301.04
2023-07-22,29791.61,182484169.27
2023-07-23,30085.68,244328645.64
2023-07-24,29181.04,744538575.95
2023-07-25,29226.63,354541899.17
2023-07-26,29352.06,486510821.91
2023-07-27,29217.05,373268935.18
2023-07-28,29316.82,342975082.63
2023-07-29,29358.76,146316009.97
2023-07-30,29283.34,224246250.77
2023-07-31,29231.47,426457343.16
2023-08-01,29699.74,822433494.24
2023-08-02,29163.69,838251477.68
2023-08-03,29177.75,450334651.17
2023-08-04,29078.51,375805085.38
2023-08-05,29050.34,120051247.27
2023-08-06,29046.16,126689336.09
2023-08-07,29182.16,475156597.17
2023-08-08,29770.51,786792606.34
2023-08-09,29566.47,532770863.32
2023-08-10,29428.1,375142806.93
2023-08-11,29403.56,310027638.11
2023-08-12,29417.08,102819295.5
2023-08-13,29281.55,115373186.78
2023-08-14,29409.22,362522208.47
2023-08-15,29171.23,299026558.28
2023-08-16,28702.8,479152538.98
2023-08-17,26629.67,1394530695.43
2023-08-18,26049.69,888090076.41
2023-08-19,26095.8,265159375.46
2023-08-20,26191.01,192271431.08
2023-08-21,26126.18,430024076.12
2023-08-22,26043.01,514473682.56
2023-08-23,26429.4,672652092.31
2023-08-24,26166.22,449180401.68
2023-08-25,26051.29,489263026.85
2023-08-26,26010.35,93024725.64
2023-08-27,26091.32,107924452.3
2023-08-28,26106,302943657.3
2023-08-29,27724.41,1089036684.85
2023-08-30,27305.41,520197058
2023-08-31,25937.29,741278108.53
2023-09-01,25798.79,639696809.37
2023-09-02,25868.56,181289556.36
2023-09-03,25971.37,160541183.85
2023-09-04,25816.24,228454428.06
2023-09-05,25785.01,280146729.52
2023-09-06,25751.71,390027105.24
2023-09-07,26264.75,491838528.79
2023-09-08,25907.13,482397556.59
2023-09-09,25898.41,105931726.4
2023-09-10,25833.67,217583144.54
2023-09-11,25157.07,619642052.88
2023-09-12,25840.34,937711286.48
2023-09-13,26227.49,495397769.94
2023-09-14,26533.66,649517751.61
2023-09-15,26605.49,459310066.65
2023-09-16,26569.13,187703875.45
2023-09-17,26533.12,151125765.17
2023-09-18,26767.82,797114111.3
2023-09-19,27219.02,670630172.73
2023-09-20,27126.4,581302466.15
2023-09-21,26567.47,559336631.68
2023-09-22,26583.16,408613785.26
2023-09-23,26585.41,139605320.21
2023-09-24,26261.44,260953441.64
2023-09-25,26297.93,518905094.49
2023-09-26,26212.59,338286231.16
2023-09-27,26360.2,638562791.04
2023-09-28,27027.2,827813877.45
2023-09-29,26909.4,585322764.87
2023-09-30,26964.27,195916128.74
2023-10-01,27994.51,464200302.08
2023-10-02,27507.22,1198411956.48
2023-10-03,27428.66,620603083.21
2023-10-04,27789.8,497243557.18
2023-10-05,27414.59,696054430.54
2023-10-06,27946.61,701648471.47
2023-10-07,27973.69,205394649
2023-10-08,27933.57,238690010.87
2023-10-09,27598.77,603964078.09
2023-10-10,27395.4,511109469.33
2023-10-11,26871.21,821395574.15
2023-10-12,26756.23,438531983.5
2023-10-13,26862.9,496779424.55
2023-10-14,26854.52,157685357.78
2023-10-15,27177.41,297110024.59
2023-10-16,28518.37,1884462991.7
2023-10-17,28409.46,739741149.31
2023-10-18,28328.07,682875511.71
2023-10-19,28733.78,730081363.3
2023-10-20,29684.37,1241026952.55
2023-10-21,29924.08,467626116.49
2023-10-22,30001.44,414432274.92
2023-10-23,33084.08,2308556876.22
2023-10-24,33923.52,2559949343.79
2023-10-25,34503.4,1481128342.82
2023-10-26,34157.06,1248469956.72
2023-10-27,33907.7,1044635721.14
2023-10-28,34090.05,371696781.35
2023-10-29,34535.38,469534963.71
2023-10-30,34494.56,825552244.82
2023-10-31,34657.73,756326173.72
2023-11-01,35439.76,1190955576.06
2023-11-02,34947.15,1097011932.14
2023-11-03,34732.28,960199464.71
2023-11-04,35086.09,377653497.47
2023-11-05,35039.47,533016306.01
2023-11-06,35054.59,613732584.95
2023-11-07,35421.85,1012278827.62
2023-11-08,35638.33,937630450.49
2023-11-09,36704.14,2296501186.4
2023-11-10,37321.51,1206040827.09
2023-11-11,37142.22,553215494.09
2023-11-12,37079.76,345567975.97
2023-11-13,36482.51,897671274.64
2023-11-14,35551.21,1219819360.84
2023-11-15,37884.19,1436101057.95
2023-11-16,36162.42,1428319260.74
2023-11-17,36626.32,1027029255.11
2023-11-18,36591.19,316037508.01
2023-11-19,37388.64,430198062.65
2023-11-20,37476.66,1162294169.25
2023-11-21,35758.72,1579350547.76
2023-11-22,37424.2,1335151412.8
2023-11-23,37299.18,626668140.1
2023-11-24,37737.05,1322597274.57
2023-11-25,37801.92,312424824.64
2023-11-26,37460.21,478214999.45
2023-11-27,37246.29,914744666.52
2023-11-28,37836.63,1265755538.49
2023-11-29,37861.9,1041457987.13
2023-11-30,37729.58,637264648.28
2023-12-01,38699.84,1268612412.23
2023-12-02,39469.35,677167721.21
2023-12-03,39980.93,638707315.07
2023-12-04,41984.41,2012390115.57
2023-12-05,44089.06,2234743414.43
2023-12-06,43771.01,1715623988.73
2023-12-07,43285.02,1320509439.92
2023-12-08,44186.18,1292562850.41
2023-12-09,43723,662982186.27
2023-12-10,43791.67,503801762.3
2023-12-11,41235.58,2446801856.72
2023-12-12,41472.94,1305859570.88
2023-12-13,42887.55,1517574126.2
2023-12-14,43030.6,1460749070.58
2023-12-15,41939.16,1065004798.33
2023-12-16,42243.26,570286280.98
2023-12-17,41349.42,772939037.53
2023-12-18,42650.27,1362661202.35
2023-12-19,42268.08,1318306822.38
2023-12-20,43669.91,1805958609.9
2023-12-21,43875.01,1306652594.38
2023-12-22,44008.04,1084076406.5
2023-12-23,43732.75,479555333.8
2023-12-24,43023.12,621424795.87
2023-12-25,43593.79,639501515.36
2023-12-26,42517.32,1297798884.96
2023-12-27,43469.34,1178861473.09
2023-12-28,42588.94,1249335317.05
2023-12-29,42073.59,1450476730.93
2023-12-30,42146.03,905852574.49
2023-12-31,42280.14,912867128.16
2024-01-01,44197.61,839894208.67
2024-01-02,44970.34,2596745174.99
2024-01-03,42854.08,3533041051.83
2024-01-04,44194.38,2167748750.23
2024-01-05,44178.89,2368276569.22
2024-01-06,43988.33,717065469.35
2024-01-07,43950.84,884154712.5
2024-01-08,46988.14,3000303504.99
2024-01-09,46123,3083632967.78
2024-01-10,46667.48,3677964834.63
2024-01-11,46353.15,3638877778.74
2024-01-12,42776.42,3855256978.62
2024-01-13,42839.19,986309535.03
2024-01-14,41704.39,924871801.97
2024-01-15,42491.26,1046074902.52
2024-01-16,43130.88,1565259395.93
2024-01-17,42739.27,1403011843.2
2024-01-18,41286.68,1885882508.36
2024-01-19,41625.47,1864062474.18
2024-01-20,41677.08,544668570.57
2024-01-21,41570.17,382561229.54
2024-01-22,39523.63,2270442343.15
2024-01-23,39876.44,1805745649.27
2024-01-24,40078.62,1476062916.95
2024-01-25,39941.74,1164224625.52
2024-01-26,41816.55,1763833855.75
2024-01-27,42124.02,444567824.09
2024-01-28,42028.92,702267432.76
2024-01-29,43302.28,1184671101.99
2024-01-30,42943.64,1498626265.1
2024-01-31,42555.08,1695950546.73
2024-02-01,43073.2,1234469121.23
2024-02-02,43181.71,1152442855.72
2024-02-03,42999.52,325725942.96
2024-02-04,42570.21,410404369.06
2024-02-05,42664.56,1062866796.14
2024-02-06,43091.51,966265875.57
2024-02-07,44339.04,1319628672.43
2024-02-08,45304.61,1785332802.43
2024-02-09,47154.23,2379925849.32
2024-02-10,47768.12,780554926.36
2024-02-11,48311.16,956986637.1
2024-02-12,49942.97,2319184140.26
2024-02-13,49733.11,2075339722.8
2024-02-14,51844.19,2252886326.88
2024-02-15,51934.57,2239765884.49
2024-02-16,52163.28,1680749372.19
2024-02-17,51668.78,910308869.83
2024-02-18,52139.33,762533081.81
2024-02-19,51781.22,989270690.85
2024-02-20,52269.59,2050493239.79
2024-02-21,51854.36,1676374071.14
2024-02-22,51263.67,1573393306.75
2024-02-23,50744.07,1345274652.99
2024-02-24,51574.61,548313000.54
2024-02-25,51727.63,640224439.02
2024-02-26,54518.58,2550669499.35
2024-02-27,57071.6,3546751167.69
2024-02-28,62507.1,6171823618.31
2024-02-29,61179.58,5259277822.5
2024-03-01,62431.25,3267402863.37
2024-03-02,62038.39,1257238241.46
2024-03-03,63149.43,1265273119.48
2024-03-04,68338.64,5220774005.79
2024-03-05,63804.11,8263897912.84
2024-03-06,66115.57,4498440968.53
2024-03-07,66928.15,2804368120.13
2024-03-08,68269.39,4046244830.74
2024-03-09,68446.32,1158711168.05
2024-03-10,69023.53,1919585405.6
2024-03-11,72095.86,4476609937.75
2024-03-12,71449.5,4173072731.62
2024-03-13,73118.09,3008299520.61
2024-03-14,71366.96,4325873413.25
2024-03-15,69497.39,5016358153.02
2024-03-16,65260.55,2295869354.32
2024-03-17,68364.45,1962751757.05
2024-03-18,67609.44,2602930945.01
2024-03-19,61924.02,4863914201.82
2024-03-20,67857.3,4466872469.25
2024-03-21,65493.22,2542747734.72
2024-03-22,63816.99,2395884490.04
2024-03-23,64004.42,1250716141.79
2024-03-24,67208.33,1253420264.9
2024-03-25,69892.26,3184570068.52
2024-03-26,69990.22,2319265484.04
2024-03-27,69434.46,2817965870.72
2024-03-28,70789.57,2214217706.88
2024-03-29,69903.72,1216001428.98
2024-03-30,69629.99,515940317.66
2024-03-31,71312.91,745658086.55
2024-04-01,69686.37,2005923775.26
2024-04-02,65466.81,3234216304.99
2024-04-03,65986.11,1835055534.78
2024-04-04,68523.79,2475521298.64
2024-04-05,67860.53,2219856764.99
2024-04-06,68913.79,772361130.33
2024-04-07,69357.32,951477284.85
2024-04-08,71629.36,2607488940.79
2024-04-09,69129.48,2411758700.3
2024-04-10,70628.54,2563902180.98
2024-04-11,70026.43,1758820969.32
2024-04-12,67158.3,3367653179.18
2024-04-13,64021.36,3689543158.77
2024-04-14,65765.64,2627998512.52
2024-04-15,63447.27,2658417494.41
2024-04-16,63824.7,2234500815.41
2024-04-17,61283.74,2562816108.8
2024-04-18,63511.2,1972785716.37
2024-04-19,63848.26,2923364930.21
2024-04-20,64979.21,866105478.99
2024-04-21,64955.82,854324202.42
2024-04-22,66854.24,1510230897.53
2024-04-23,66415.06,1169300050.32
2024-04-24,64263.95,1878460968.73
2024-04-25,64488.49,1713069016.97
2024-04-26,63750.63,1275865834.83
2024-04-27,63434.44,799665556.56
2024-04-28,63111.34,642628554.25
2024-04-29,63847.54,1370557060.16
2024-04-30,60633.97,2518380270.05
2024-05-01,58277.44,3014503800.73
2024-05-02,59083.85,1724718703.27
2024-05-03,62917.45,2147038663.01
2024-05-04,63904.51,1029192793.92
2024-05-05,64037.5,803966989.59
2024-05-06,63168.44,1537928462.74
2024-05-07,62323.36,1326416673.48
2024-05-08,61179.81,1155791451.43
2024-05-09,63077.18,1140626858.17
2024-05-10,60790.82,1565941805.66
2024-05-11,60823.19,505608099.69
2024-05-12,61459.22,502848342.69
2024-05-13,62932.29,1327733464.12
2024-05-14,61548.48,1636519845.72
2024-05-15,66245.16,2625073579.59
2024-05-16,65250.53,1596664354.59
2024-05-17,67051.35,1552274385.82
2024-05-18,66927.56,586174043.35
2024-05-19,66268.25,650338446.5
2024-05-20,71430.23,2624709812.32
2024-05-21,70141.17,2169803609.99
2024-05-22,69123.56,1603267534.2
2024-05-23,67946.35,1922285401.83
2024-05-24,68548.33,1242012319.42
2024-05-25,69288.95,412212332.66
2024-05-26,68488.29,379159635.92
2024-05-27,69386.83,909946343.46
2024-05-28,68330.84,1514489243.92
2024-05-29,67576.81,1108570253.28
2024-05-30,68346.19,1424914242.82
2024-05-31,67482.25,1349659294.8
2024-06-01,67721.6,297719480.73
2024-06-02,67738.74,456585602.02
2024-06-03,68799.6,1575608100.17
2024-06-04,70548.51,2084571763.56
2024-06-05,71117.68,1545204312.75
2024-06-06,70772.35,1141567996.37
2024-06-07,69330.51,1992355199.22
2024-06-08,69303.58,399100009.36
2024-06-09,69639.42,357128157.69
2024-06-10,69505.57,843477987.58
2024-06-11,67319.41,2141818771.53
2024-06-12,68247,2139401386.85
2024-06-13,66742.54,1550737143.4
2024-06-14,66006.13,1633598669.38
2024-06-15,66188.81,406250537.71
2024-06-16,66631.59,433017008.55
2024-06-17,66481.73,1917243316.16
2024-06-18,65158.02,2293594296.72
2024-06-19,64950.82,878187235.08
2024-06-20,64847.89,1473091625.51
2024-06-21,64119.34,1427909531.59
2024-06-22,64250.18,358155105.44
2024-06-23,63181.02,416250575.81
2024-06-24,60270.95,2938115761.51
2024-06-25,61796.56,1946492862.08
2024-06-26,60824.43,1436803387.64
2024-06-27,61630.1,1385461549.94
2024-06-28,60324.3,1481619028.88
2024-06-29,60905.3,560710968.57
2024-06-30,62685.88,778765578.43
2024-07-01,62841.27,1623104957.15
2024-07-02,62044.48,1278702453.96
2024-07-03,60157.2,1653064013.62
2024-07-04,57041.11,2342236881.51
2024-07-05,56646.24,3198812323.21
2024-07-06,58255.65,1072779742.28
2024-07-07,55866.6,1053256457.42
2024-07-08,56709.76,2441024283.07
2024-07-09,58047.2,1692558128.7
2024-07-10,57725.78,1631984559.89
2024-07-11,57348.75,1729366992.27
2024-07-12,57913.68,1567843358.24
2024-07-13,59231.06,819172857.7
2024-07-14,60818.77,1207899406.9
2024-07-15,64765.55,2752990856.54
2024-07-16,65087.61,2492930912.34
2024-07-17,64096.64,1830962929.69
2024-07-18,63981.43,1405605268.54
2024-07-19,66708.49,2214983951.52
2024-07-20,67163.86,840850489.36
2024-07-21,68176.98,1219084237.52
2024-07-22,67567.71,1805561349.3
2024-07-23,65939.83,1958486045.34
2024-07-24,65375.53,1426727978.64
2024-07-25,65794,1902596712.12
2024-07-26,67925.17,1654021251.63
2024-07-27,67904.55,1801405015.15
2024-07-28,68252.75,812380984.29
2024-07-29,66782.78,2292001706.95
2024-07-30,66180.04,1614525200.12
2024-07-31,64617.83,1601329476.94
2024-08-01,65300.21,2364449721.14
2024-08-02,61422.3,2601345982.92
2024-08-03,60679.28,1596127875.28
2024-08-04,58135.89,1665780997.48
2024-08-05,54031.82,6220425122.88
2024-08-06,56057.67,2473716223.17
2024-08-07,55130.45,2232435439.52
2024-08-08,61708.53,2834182014.44
2024-08-09,60868.88,2000603963.46
2024-08-10,60940.82,725371248.47
2024-08-11,58725,1093722861
2024-08-12,59360.89,1967504137.76
2024-08-13,60609.73,1727785105.35
2024-08-14,58698.05,1858459018.71
2024-08-15,57552.92,2023439063.25
2024-08-16,58893.67,1708248208.47
2024-08-17,59497.94,574723583.6
2024-08-18,58439.22,830090221.14
2024-08-19,59464.41,1420739617.67
2024-08-20,59027.55,1877438049.21
2024-08-21,61170.8,2311932103.1
2024-08-22,60387.29,1754742660.96
2024-08-23,64087.8,2623908332.37
2024-08-24,64180.77,979836005.58
2024-08-25,64264.62,819671993.67
2024-08-26,62850.27,1719932426.98
2024-08-27,59441.73,2403744129.11
2024-08-28,59043.5,2251640371.44
2024-08-29,59369.85,2058113286.38
2024-08-30,59129.05,2063630420.49
2024-08-31,58989.17,474924657.65
2024-09-01,57313.44,1298154355.3
2024-09-02,59147.8,1383666270.94
2024-09-03,57481.84,1548986994.4
2024-09-04,57975.52,2458579314.87
2024-09-05,56167.4,2198240196.62
2024-09-06,53954.33,3807917186.59
2024-09-07,54167.82,925092003.79
2024-09-08,54879.33,1042880564.27
2024-09-09,57056.31,2385673385.77
2024-09-10,57642.43,1908344975.36
2024-09-11,57354.27,3160608627.55
2024-09-12,58140.61,2373500502.95
2024-09-13,60548.12,2401277043.91
2024-09-14,60013.26,903199598.39
2024-09-15,59139.21,1146142289.52
2024-09-16,58210.01,1927790314.93
2024-09-17,60321.59,2440680770.1
2024-09-18,61775.68,2902628124.61
2024-09-19,62963.41,2939807292.07
2024-09-20,63211.47,2188110863.96
2024-09-21,63363.17,766364347.61
2024-09-22,63587.45,1190921326.46
2024-09-23,63341.97,1734107185.41
2024-09-24,64276.65,2045185242.06
2024-09-25,63144.83,1526541478.78
2024-09-26,65183.68,2800234985.9
2024-09-27,65790.28,2378877920.32
2024-09-28,65868.67,682765288.62
2024-09-29,65611.98,758322138.61
2024-09-30,63314.81,2712227231.34
2024-10-01,60790.06,4189744833.01
2024-10-02,60641.8,3402156876.74
2024-10-03,60746.35,3058499959.35
2024-10-04,62094.06,2395319327.7
2024-10-05,62059.19,625465514.89
2024-10-06,62821.76,838451338.95
2024-10-07,62209.84,2602786910.05
2024-10-08,62129.17,2090901005.09
2024-10-09,60585.22,2311387233.46
2024-10-10,60280.38,2553922274.06
2024-10-11,62517.42,2236421715.94
2024-10-12,63197.03,987509499.19
2024-10-13,62854.48,1051974824.5
2024-10-14,66068.25,3279898050.67
2024-10-15,67064.69,3442311150.59
2024-10-16,67614.71,2841013476.69
2024-10-17,67408.87,2154293295.5
2024-10-18,68425.63,2516405877.34
2024-10-19,68370.04,526753638.72
2024-10-20,69020.94,824334290.12
2024-10-21,67358.14,2480399716.7
2024-10-22,67390.32,2184452853.61
2024-10-23,66612.97,2154644447.87
2024-10-24,68163.56,2144280257.66
2024-10-25,66577.77,2952724943.71
2024-10-26,67014.72,946447393.67
2024-10-27,67945.14,818581011.16
2024-10-28,69925.83,2902994091.1
2024-10-29,72723.67,4194343293.57
2024-10-30,72331.96,2769522546.26
2024-10-31,70207.54,2794856636.84
2024-11-01,69473.41,3429441961.46
2024-11-02,69354.01,750733288.76
2024-11-03,68747.04,2028670648.54
2024-11-04,67811.95,2939056973.62
2024-11-05,69378.09,3274519976.93
2024-11-06,75643.57,8601347745.99
2024-11-07,75922.41,4433063855.56
2024-11-08,76562.31,3714364388.44
2024-11-09,76716.41,1208160963.89
2024-11-10,80429.43,4582398468.87
2024-11-11,88758.31,8845679630.06
2024-11-12,88040.54,10326697667.45
2024-11-13,90498.51,11250681620.25
2024-11-14,87334.19,7309565757.27
2024-11-15,91058.92,6353615968.72
2024-11-16,90630.94,2501576427.85
2024-11-17,89877.16,2791320512.2
2024-11-18,90514.83,6006522738.03
2024-11-19,92418.48,5995386487.48
2024-11-20,94379.92,6579886464.89
2024-11-21,98436.25,8678686263.5
2024-11-22,99010.89,7337283037.5
2024-11-23,97765.04,2853544178
2024-11-24,98018.2,2940396079.61
2024-11-25,93019.38,6533804395.53
2024-11-26,91903.89,7150066318.55
2024-11-27,95957.51,4533983270.73
2024-11-28,95670.41,2311939499.68
2024-11-29,97510.92,3883366949.57
2024-11-30,96473.51,1215861238.63
2024-12-01,97276.47,1659820134.72
2024-12-02,95859.75,5040855658.82
2024-12-03,95928.37,5033493735.21
2024-12-04,98751.87,5727735676.06
2024-12-05,97053.82,12041439286.7
2024-12-06,99897.97,5653979066.29
2024-12-07,99926.38,1728102575.48
2024-12-08,101189.81,1785051035.31
2024-12-09,97338.34,6847958219.35
2024-12-10,96657.88,6621616095.14
2024-12-11,101203.07,5482015399.12
2024-12-12,100041.98,4765401240.36
2024-12-13,101429.78,3492131954.88
2024-12-14,101402.95,1683710017.37
2024-12-15,104424.54,2557994217.64
2024-12-16,106089.2,6398449052.08
2024-12-17,106140.14,4365460605.55
2024-12-18,100147.26,7727995790.43
2024-12-19,97381.1,8011759334.63
2024-12-20,97769.49,8141536426.69
2024-12-21,97223.39,2907358271.75
2024-12-22,95098.66,2842280143.72
2024-12-23,94771.64,5422281368.55
2024-12-24,98606.93,3967574825.79
2024-12-25,99356.06,2147049998.69
2024-12-26,95680.19,3704007593.19
2024-12-27,94170.09,4479654695.05
2024-12-28,95140.15,1339743546.48
2024-12-29,93564.85,1684134735.83
2024-12-30,92646.21,5287498462.5
2024-12-31,93391.98,3659994868.24
2025-01-01,94392.51,1798161467.81
2025-01-02,96900.96,3693985155.25
2025-01-03,98135.8,2773288955.93
2025-01-04,98213.69,972181437.3
2025-01-05,98346.97,967941540.09
2025-01-06,102282.2,4654078182.67
2025-01-07,96942.47,5348079997.25
2025-01-08,95051.06,5480363249.42
2025-01-09,92548.12,4696698492.32
2025-01-10,94710.29,5217667771.49
2025-01-11,94569.95,905586720.06
2025-01-12,94505.67,1027482279.92
2025-01-13,94517.66,6274787648.38
2025-01-14,96526.87,4263471095.02
2025-01-15,100510.84,4261664752.23
2025-01-16,99979.43,4314930790.39
2025-01-17,104111.13,5613810480
2025-01-18,104431.52,2633222970.99
2025-01-19,101212.56,4325905602.1
2025-01-20,102148.74,7208305685.37
2025-01-21,106155.61,8798621119.3
2025-01-22,103669.08,4603973397.2
2025-01-23,103933.88,9801561614.73
2025-01-24,104854.78,4233037157.97
2025-01-25,104733.15,1239370331.55
2025-01-26,102576.93,1469434497.98
2025-01-27,102065.72,9486896779.23
2025-01-28,101284.47,4510250877.49
2025-01-29,103742.97,4842279589.43
2025-01-30,104739.58,3857857706.34
2025-01-31,102412.41,4378171064.39
2025-02-01,100619.87,1595801666.26
2025-02-02,97665.06,5562003741.78
2025-02-03,101451.28,11504010038.06
2025-02-04,97794.88,6271562966.61
2025-02-05,96633.71,4171560523.14
2025-02-06,96564.27,4349625340.99
2025-02-07,96532.73,5075285222.44
2025-02-08,96475.59,1207354073.88
2025-02-09,96485.6,1791686347.07
2025-02-10,97458.59,2731410651.57
2025-02-11,95781.05,2800036234.45
2025-02-12,97874.61,3853980407.7
2025-02-13,96632.78,2236344585.75
2025-02-14,97508.71,1966704817.61
2025-02-15,97596.21,569120592.04
2025-02-16,96132.69,643146269.46
2025-02-17,95790.31,1398128550.67
2025-02-18,95630.67,2502902525.93
2025-02-19,96640.99,1637124692.48
2025-02-20,98345.66,2057024374.7
2025-02-21,96150.27,3928905117.72
2025-02-22,96580.46,1126120706.18
2025-02-23,96274.12,718043733.58
2025-02-24,91536.97,2945422583.03
2025-02-25,88609.26,6473414678.86
2025-02-26,84128.38,5069737664.07
2025-02-27,84657.34,3929681159.63
2025-02-28,84322.57,6502539275.13
2025-03-01,86050.58,1577375765.18
2025-03-02,94275.76,4350642164.47
2025-03-03,86158.95,5844734403
2025-03-04,87255.42,5671376306.72
2025-03-05,90610.8,3457722668.91
2025-03-06,89931.91,3512025157.48
2025-03-07,86766.61,6196139350.73
2025-03-08,86225,910862167.44
2025-03-09,80719.05,1952362587.51
2025-03-10,78561.62,4414695361.63
2025-03-11,82919.47,3744822903.84
2025-03-12,83665.14,2750448405.11
2025-03-13,81081.43,2112762232.49
2025-03-14,83995.47,2317052000.16
2025-03-15,84355.92,512466916.19
2025-03-16,82572.37,1094031604.62
2025-03-17,84025.12,1667911609.42
2025-03-18,82716.74,1721702159.89
2025-03-19,86878.5,2600942940.47
2025-03-20,84178.31,2135028136.81
2025-03-21,84060.48,1326866772.29
2025-03-22,83837.39,402548876.3
2025-03-23,86091.67,632787991.66
2025-03-24,87520.48,2301262365.85
2025-03-25,87439.7,2023574450.81
2025-03-26,86923.95,1711822847.59
2025-03-27,87218.89,1476492894.46
2025-03-28,84387.01,2152567384.16
2025-03-29,82625.65,938834818.34
2025-03-30,82379.51,839590269.08
2025-03-31,82539.52,1894666416.64
2025-04-01,85174.96,1962356062.59
2025-04-02,82490.58,3519914220.4
2025-04-03,83158.8,2335462308.44
2025-04-04,83860.21,3085885741.07
2025-04-05,83503.37,622496989.4
2025-04-06,78365.57,2374631982.2
2025-04-07,79143.06,5546499783.12
2025-04-08,76255.1,3084760820.88
2025-04-09,82587.03,4963132858.37
2025-04-10,79554.96,2526317821.03
2025-04-11,83386,2412186958.4
2025-04-12,85272.12,1196895442.75
2025-04-13,83730.92,1375187409.37
2025-04-14,84443.43,505523551.48
